"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"03772099999","2014-01-16","51.4775","-0.461389","25.29","HEATHROW, UK","  47.2","24","  43.5","24","9999.9"," 0","999.9"," 0","  6.1","24"," 10.4","24"," 15.0"," 25.1","  51.1"," ","  42.8","*"," 0.11","G","999.9","010000"
"03772099999","2014-01-17","51.4775","-0.461389","25.29","HEATHROW, UK","  45.1","24","  41.5","24","9999.9"," 0","999.9"," 0","  7.0","20"," 10.1","24"," 15.9"," 25.1","  48.6"," ","  41.0","*"," 0.43","G","999.9","010000"
"03772099999","2014-01-18","51.4775","-0.461389","25.29","HEATHROW, UK","  47.4","24","  43.0","24","9999.9"," 0","999.9"," 0","  6.0","24","  9.0","24"," 17.1","999.9","  51.3"," ","  43.0"," "," 0.28","G","999.9","010000"
"03772099999","2014-01-19","51.4775","-0.461389","25.29","HEATHROW, UK","  44.0","24","  38.8","24","9999.9"," 0","999.9"," 0","  6.9","17","  6.9","24","  9.9","999.9","  48.2","*","  35.6","*"," 0.03","G","999.9","010000"
"03772099999","2014-01-20","51.4775","-0.461389","25.29","HEATHROW, UK","  40.7","24","  37.1","24","9999.9"," 0","999.9"," 0","  5.9","23","  1.5","24","  4.1","999.9","  50.0","*","  33.1"," "," 0.00","G","999.9","100000"
"03772099999","2014-01-21","51.4775","-0.461389","25.29","HEATHROW, UK","  40.2","24","  37.2","24","9999.9"," 0","999.9"," 0","  3.6","23","  5.5","24"," 14.0","999.9","  47.7"," ","  33.8"," "," 0.01","G","999.9","110000"
"03772099999","2014-01-22","51.4775","-0.461389","25.29","HEATHROW, UK","  46.1","24","  42.7","24","9999.9"," 0","999.9"," 0","  6.4","24","  6.9","24"," 12.0"," 17.1","  51.3"," ","  42.6"," "," 0.34","G","999.9","010000"
"03772099999","2014-01-23","51.4775","-0.461389","25.29","HEATHROW, UK","  41.7","24","  36.9","24","9999.9"," 0","999.9"," 0","  6.0","17","  8.2","24"," 14.0"," 24.1","  48.2","*","  36.0"," "," 0.01","G","999.9","010000"
"03772099999","2014-01-24","51.4775","-0.461389","25.29","HEATHROW, UK","  41.9","24","  38.1","24","9999.9"," 0","999.9"," 0","  6.5","16","  6.1","24","  9.9","999.9","  46.8"," ","  35.1"," "," 0.06","G","999.9","010000"
"03772099999","2014-01-25","51.4775","-0.461389","25.29","HEATHROW, UK","  46.8","24","  42.5","24","9999.9"," 0","999.9"," 0","  3.8","18","  9.9","24"," 22.0"," 33.0","  54.1"," ","  41.0","*"," 0.22","G","999.9","110000"
"03772099999","2014-01-26","51.4775","-0.461389","25.29","HEATHROW, UK","  42.4","24","  37.2","24","9999.9"," 0","999.9"," 0","  6.4","14"," 11.1","24"," 20.0"," 21.0","  50.0","*","  36.5","*"," 0.07","G","999.9","010000"
"03772099999","2014-01-27","51.4775","-0.461389","25.29","HEATHROW, UK","  40.7","24","  35.5","24","9999.9"," 0","999.9"," 0","  6.9","17"," 11.8","24"," 18.1"," 25.1","  48.2","*","  35.6"," "," 0.20","G","999.9","010000"
"03772099999","2014-01-28","51.4775","-0.461389","25.29","HEATHROW, UK","  43.8","24","  39.0","24","9999.9"," 0","999.9"," 0","  6.5","21"," 10.3","24"," 15.9","999.9","  50.2"," ","  40.1"," "," 0.07","G","999.9","010000"
"03772099999","2014-01-29","51.4775","-0.461389","25.29","HEATHROW, UK","  40.1","24","  37.8","24","9999.9"," 0","999.9"," 0","  6.1","24","  8.0","24"," 13.0","999.9","  42.8","*","  38.5","*"," 0.06","G","999.9","010000"
"03772099999","2014-01-30","51.4775","-0.461389","25.29","HEATHROW, UK","  40.2","24","  37.3","24","9999.9"," 0","999.9"," 0","  3.8","24","  4.5","24","  8.9","999.9","  42.8"," ","  37.4","*"," 0.75","G","999.9","010000"
"03772099999","2014-01-31","51.4775","-0.461389","25.29","HEATHROW, UK","  41.2","24","  39.1","24","9999.9"," 0","999.9"," 0","  4.0","24","  9.7","24"," 20.0"," 27.0","  48.6","*","  33.8","*"," 0.01","G","999.9","110000"
"03772099999","2014-02-01","51.4775","-0.461389","25.29","HEATHROW, UK","  45.6","24","  38.0","24","9999.9"," 0","999.9"," 0","  5.8","23"," 14.6","24"," 27.0"," 38.1","  50.0","*","  40.6","*"," 0.78","G","999.9","010000"
"03772099999","2014-02-02","51.4775","-0.461389","25.29","HEATHROW, UK","  45.5","24","  37.2","24","9999.9"," 0","999.9"," 0","  6.7","14"," 11.0","24"," 20.0"," 25.1","  50.4"," ","  41.0","*"," 0.00","G","999.9","000000"
"03772099999","2014-02-03","51.4775","-0.461389","25.29","HEATHROW, UK","  43.2","24","  37.6","24","9999.9"," 0","999.9"," 0","  6.5","18"," 10.3","24"," 17.1","999.9","  47.8"," ","  38.1"," "," 0.00","G","999.9","000000"
"03772099999","2014-02-04","51.4775","-0.461389","25.29","HEATHROW, UK","  44.2","24","  37.6","24","9999.9"," 0","999.9"," 0","  6.6","21"," 12.4","24"," 21.0"," 28.9","  48.9"," ","  39.2","*"," 0.00","G","999.9","010000"
"03772099999","2014-02-05","51.4775","-0.461389","25.29","HEATHROW, UK","  46.9","24","  40.2","24","9999.9"," 0","999.9"," 0","  6.1","24"," 18.7","24"," 24.1"," 35.9","  50.2"," ","  41.9"," "," 0.44","G","999.9","010000"
"03772099999","2014-02-06","51.4775","-0.461389","25.29","HEATHROW, UK","  46.2","24","  41.5","24","9999.9"," 0","999.9"," 0","  6.1","23"," 12.0","24"," 19.0"," 22.0","  50.0","*","  42.3","*"," 0.06","G","999.9","010000"
"03772099999","2014-02-07","51.4775","-0.461389","25.29","HEATHROW, UK","  46.1","24","  40.2","24","9999.9"," 0","999.9"," 0","  5.7","24"," 12.2","24"," 21.0"," 31.1","  50.0","*","  38.8","*"," 0.75","G","999.9","010000"
"03772099999","2014-02-08","51.4775","-0.461389","25.29","HEATHROW, UK","  46.3","24","  39.6","24","9999.9"," 0","999.9"," 0","  6.2","24"," 17.3","24"," 24.1"," 36.9","  49.6"," ","  44.4"," "," 0.23","G","999.9","010000"
"03772099999","2014-02-09","51.4775","-0.461389","25.29","HEATHROW, UK","  44.2","24","  34.2","24","9999.9"," 0","999.9"," 0","  6.6","22"," 16.7","24"," 25.1"," 35.9","  48.2","*","  39.9","*"," 0.09","G","999.9","010000"
"03772099999","2014-02-10","51.4775","-0.461389","25.29","HEATHROW, UK","  41.8","24","  37.4","24","9999.9"," 0","999.9"," 0","  6.7","22","  6.8","24"," 14.0","999.9","  50.0","*","  37.4","*"," 0.00","G","999.9","010000"
"03772099999","2014-02-11","51.4775","-0.461389","25.29","HEATHROW, UK","  41.8","24","  35.0","24","9999.9"," 0","999.9"," 0","  7.0","14"," 12.2","24"," 22.0"," 31.1","  47.7"," ","  35.6"," "," 0.06","G","999.9","010000"
"03772099999","2014-02-12","51.4775","-0.461389","25.29","HEATHROW, UK","  43.2","24","  36.3","24","9999.9"," 0","999.9"," 0","  7.4","17"," 15.9","24"," 28.0"," 41.0","  48.7"," ","  36.7"," "," 0.09","G","999.9","010000"
"03772099999","2014-02-13","51.4775","-0.461389","25.29","HEATHROW, UK","  42.3","24","  32.8","24","9999.9"," 0","999.9"," 0","  7.8","14"," 13.0","24"," 22.9"," 26.0","  47.5"," ","  38.8"," "," 0.32","G","999.9","000000"
"03772099999","2014-02-14","51.4775","-0.461389","25.29","HEATHROW, UK","  44.4","24","  39.6","24","9999.9"," 0","999.9"," 0","  6.8","20"," 15.3","24"," 34.0"," 49.0","  54.1","*","  37.4","*"," 0.00","G","999.9","010000"
"03772099999","2014-02-15","51.4775","-0.461389","25.29","HEATHROW, UK","  47.6","24","  38.0","24","9999.9"," 0","999.9"," 0","  6.3","21"," 22.2","24"," 35.9"," 46.0","  51.8"," ","  41.0","*"," 0.40","G","999.9","010000"
"03772099999","2014-02-16","51.4775","-0.461389","25.29","HEATHROW, UK","  43.2","24","  35.4","24","9999.9"," 0","999.9"," 0","  6.7","14","  8.2","24"," 11.1","999.9","  51.3"," ","  35.6","*"," 0.02","G","999.9","010000"
"03772099999","2014-02-17","51.4775","-0.461389","25.29","HEATHROW, UK","  45.6","24","  41.2","24","9999.9"," 0","999.9"," 0","  5.7","24","  9.5","24"," 15.0"," 22.9","  51.8","*","  36.9"," "," 0.00","G","999.9","010000"
"03772099999","2014-02-18","51.4775","-0.461389","25.29","HEATHROW, UK","  47.0","24","  44.2","24","9999.9"," 0","999.9"," 0","  6.4","23","  7.6","24"," 12.0","999.9","  52.0"," ","  41.0","*"," 0.09","G","999.9","010000"
"03772099999","2014-02-19","51.4775","-0.461389","25.29","HEATHROW, UK","  45.4","24","  42.6","24","9999.9"," 0","999.9"," 0","  5.8","24","  7.9","24"," 13.0","999.9","  50.0","*","  39.2","*"," 0.23","G","999.9","110000"
"03772099999","2014-02-20","51.4775","-0.461389","25.29","HEATHROW, UK","  49.6","24","  45.5","24","9999.9"," 0","999.9"," 0","  5.8","23"," 11.5","24"," 18.1"," 22.9","  56.3"," ","  42.8","*"," 0.00","G","999.9","010000"
"03772099999","2014-02-21","51.4775","-0.461389","25.29","HEATHROW, UK","  44.1","24","  35.8","24","9999.9"," 0","999.9"," 0","  6.9","15"," 11.9","24"," 21.0"," 29.9","  51.6"," ","  37.4","*"," 0.06","G","999.9","010000"
"03772099999","2014-02-22","51.4775","-0.461389","25.29","HEATHROW, UK","  46.6","24","  37.3","24","9999.9"," 0","999.9"," 0","  6.9","17"," 11.1","24"," 15.9","999.9","  53.6","*","  40.3"," "," 0.00","G","999.9","000000"
"03772099999","2014-02-23","51.4775","-0.461389","25.29","HEATHROW, UK","  51.0","24","  43.6","24","9999.9"," 0","999.9"," 0","  6.8","20"," 14.4","24"," 20.0"," 32.1","  54.5"," ","  45.5"," "," 0.00","G","999.9","010000"
"03772099999","2014-02-24","51.4775","-0.461389","25.29","HEATHROW, UK","  50.3","24","  43.7","24","9999.9"," 0","999.9"," 0","  7.1","17"," 10.3","24"," 17.1"," 27.0","  58.8"," ","  44.2"," "," 0.00","G","999.9","010000"
"03772099999","2014-02-25","51.4775","-0.461389","25.29","HEATHROW, UK","  47.6","24","  41.8","24","9999.9"," 0","999.9"," 0","  6.5","22"," 11.7","24"," 19.0"," 28.9","  52.0","*","  42.8","*"," 0.13","G","999.9","010000"
"03772099999","2014-02-26","51.4775","-0.461389","25.29","HEATHROW, UK","  44.9","24","  37.5","24","9999.9"," 0","999.9"," 0","  7.3","10","  8.7","24"," 15.0","999.9","  53.6","*","  37.2"," "," 0.10","G","999.9","010000"
"03772099999","2014-02-27","51.4775","-0.461389","25.29","HEATHROW, UK","  45.7","24","  38.6","24","9999.9"," 0","999.9"," 0","  6.4","20"," 12.1","24"," 18.1"," 27.0","  53.6"," ","  37.4","*"," 0.07","G","999.9","010000"
"03772099999","2014-02-28","51.4775","-0.461389","25.29","HEATHROW, UK","  41.4","24","  38.1","24","9999.9"," 0","999.9"," 0","  6.6","24","  7.4","24"," 13.0","999.9","  47.1"," ","  35.2"," "," 0.13","G","999.9","010000"
"03772099999","2014-03-01","51.4775","-0.461389","25.29","HEATHROW, UK","  41.0","24","  34.2","24","9999.9"," 0","999.9"," 0","  4.6","21","  4.4","24","  8.0","999.9","  50.2"," ","  33.8"," "," 0.24","G","999.9","100000"
"03772099999","2014-03-02","51.4775","-0.461389","25.29","HEATHROW, UK","  44.5","24","  40.2","24","9999.9"," 0","999.9"," 0","  6.2","22"," 11.8","24"," 19.0"," 28.9","  50.7"," ","  35.6","*"," 0.00","G","999.9","010000"
"03772099999","2014-03-03","51.4775","-0.461389","25.29","HEATHROW, UK","  42.8","24","  38.6","24","9999.9"," 0","999.9"," 0","  7.0","20","  4.9","24"," 11.1","999.9","  48.2","*","  37.4","*"," 0.28","G","999.9","010000"
"03772099999","2014-03-04","51.4775","-0.461389","25.29","HEATHROW, UK","  42.1","24","  36.5","24","9999.9"," 0","999.9"," 0","  6.3","18","  4.5","24","  8.9","999.9","  51.8"," ","  32.0","*"," 0.04","G","999.9","110000"
"03772099999","2014-03-05","51.4775","-0.461389","25.29","HEATHROW, UK","  44.3","24","  36.3","24","9999.9"," 0","999.9"," 0","  6.0","11","  4.8","24"," 11.1","999.9","  55.8"," ","  32.4"," "," 0.00","G","999.9","000000"
"03772099999","2014-03-06","51.4775","-0.461389","25.29","HEATHROW, UK","  47.5","24","  41.5","24","9999.9"," 0","999.9"," 0","  6.1","18","  9.1","24"," 17.1"," 22.9","  56.3"," ","  41.0"," "," 0.01","G","999.9","000000"
"03772099999","2014-03-07","51.4775","-0.461389","25.29","HEATHROW, UK","  51.6","24","  43.9","24","9999.9"," 0","999.9"," 0","  6.6","18","  7.8","24"," 15.0","999.9","  62.1"," ","  43.9"," "," 0.00","G","999.9","010000"
"03772099999","2014-03-08","51.4775","-0.461389","25.29","HEATHROW, UK","  51.5","24","  40.6","24","9999.9"," 0","999.9"," 0","  6.4","18","  9.0","24"," 15.0","999.9","  60.8","*","  44.6","*"," 0.00","G","999.9","000000"
"03772099999","2014-03-09","51.4775","-0.461389","25.29","HEATHROW, UK","  54.1","24","  40.3","24","9999.9"," 0","999.9"," 0","  3.7","13","  6.2","24"," 13.0"," 18.1","  66.6"," ","  42.4"," "," 0.00","G","999.9","000000"
"03772099999","2014-03-10","51.4775","-0.461389","25.29","HEATHROW, UK","  47.7","24","  40.4","24","9999.9"," 0","999.9"," 0","  6.1","20","  5.9","24"," 12.0","999.9","  55.4","*","  39.6"," "," 0.00","G","999.9","000000"
"03772099999","2014-03-11","51.4775","-0.461389","25.29","HEATHROW, UK","  46.7","24","  41.0","24","9999.9"," 0","999.9"," 0","  6.3","20","  7.8","24"," 11.1","999.9","  53.6","*","  42.8","*"," 0.00","G","999.9","010000"
"03772099999","2014-03-12","51.4775","-0.461389","25.29","HEATHROW, UK","  47.2","24","  40.2","24","9999.9"," 0","999.9"," 0","  4.7","20","  3.8","24","  6.0","999.9","  61.3"," ","  35.6","*"," 0.00","G","999.9","000000"
"03772099999","2014-03-13","51.4775","-0.461389","25.29","HEATHROW, UK","  49.0","24","  41.1","24","9999.9"," 0","999.9"," 0","  2.1","23","  2.6","24","  6.0","999.9","  65.7"," ","  35.6","*"," 0.01","G","999.9","100000"
"03772099999","2014-03-14","51.4775","-0.461389","25.29","HEATHROW, UK","  49.2","24","  40.9","24","9999.9"," 0","999.9"," 0","  2.7","24","  5.7","24"," 14.0","999.9","  62.6"," ","  36.3","*"," 0.00","G","999.9","100000"
"03772099999","2014-03-15","51.4775","-0.461389","25.29","HEATHROW, UK","  52.6","24","  41.5","24","9999.9"," 0","999.9"," 0","  5.3"," 5","  9.2","24"," 15.0","999.9","  64.8"," ","  44.4"," "," 0.00","G","999.9","000000"
"03772099999","2014-03-16","51.4775","-0.461389","25.29","HEATHROW, UK","  54.9","24","  42.7","24","9999.9"," 0","999.9"," 0","  8.7"," 4","  8.6","24"," 13.0","999.9","  66.2","*","  44.6"," "," 0.00","G","999.9","000000"
"03772099999","2014-03-17","51.4775","-0.461389","25.29","HEATHROW, UK","  49.7","24","  42.6","24","9999.9"," 0","999.9"," 0","  5.5","18","  8.0","24"," 11.1","999.9","  57.2"," ","  41.9"," "," 0.00","G","999.9","000000"
"03772099999","2014-03-18","51.4775","-0.461389","25.29","HEATHROW, UK","  50.7","24","  41.9","24","9999.9"," 0","999.9"," 0","  7.0","20"," 12.4","24"," 21.0"," 27.0","  57.6"," ","  44.1"," "," 0.00","G","999.9","010000"
"03772099999","2014-03-19","51.4775","-0.461389","25.29","HEATHROW, UK","  51.4","24","  41.4","24","9999.9"," 0","999.9"," 0","  7.5"," 7"," 10.0","24"," 14.0","999.9","  62.6","*","  44.6","*"," 0.00","G","999.9","000000"
"03772099999","2014-03-20","51.4775","-0.461389","25.29","HEATHROW, UK","  50.4","24","  44.1","24","9999.9"," 0","999.9"," 0","  5.6","24"," 13.9","24"," 22.9"," 32.1","  57.2","*","  44.4"," "," 0.00","G","999.9","010000"
"03772099999","2014-03-21","51.4775","-0.461389","25.29","HEATHROW, UK","  48.2","24","  38.2","24","9999.9"," 0","999.9"," 0","  7.0","21"," 11.6","24"," 20.0"," 26.0","  55.4"," ","  43.9","*"," 0.10","G","999.9","010000"
"03772099999","2014-03-22","51.4775","-0.461389","25.29","HEATHROW, UK","  45.0","24","  35.1","24","9999.9"," 0","999.9"," 0","  6.4","18"," 12.3","24"," 19.0"," 26.0","  53.2"," ","  39.2","*"," 0.24","G","999.9","010000"
"03772099999","2014-03-23","51.4775","-0.461389","25.29","HEATHROW, UK","  43.7","24","  33.3","24","9999.9"," 0","999.9"," 0","  6.9","17","  8.6","24"," 17.1"," 21.0","  51.8","*","  34.7"," "," 0.00","G","999.9","010000"
"03772099999","2014-03-24","51.4775","-0.461389","25.29","HEATHROW, UK","  42.7","24","  33.0","24","9999.9"," 0","999.9"," 0","  6.6","16","  7.8","24"," 15.0","999.9","  52.7"," ","  31.8"," "," 0.00","G","999.9","110000"
"03772099999","2014-03-25","51.4775","-0.461389","25.29","HEATHROW, UK","  44.4","24","  39.5","24","9999.9"," 0","999.9"," 0","  6.1","21","  7.3","24"," 13.0","999.9","  48.2","*","  39.2","*"," 0.09","G","999.9","010000"
"03772099999","2014-03-26","51.4775","-0.461389","25.29","HEATHROW, UK","  40.4","24","  35.3","24","9999.9"," 0","999.9"," 0","  5.1","24","  5.1","24"," 14.0","999.9","  49.1"," ","  35.6","*"," 0.18","G","999.9","110000"
"03772099999","2014-03-27","51.4775","-0.461389","25.29","HEATHROW, UK","  42.5","24","  36.0","24","9999.9"," 0","999.9"," 0","  5.6","24","  5.3","24"," 15.0","999.9","  52.0"," ","  37.4"," "," 0.08","G","999.9","110000"
"03772099999","2014-03-28","51.4775","-0.461389","25.29","HEATHROW, UK","  47.0","24","  37.7","24","9999.9"," 0","999.9"," 0","  3.3","22","  8.0","24"," 15.0","999.9","  57.2"," ","  38.1"," "," 0.00","G","999.9","010000"
"03772099999","2014-03-29","51.4775","-0.461389","25.29","HEATHROW, UK","  55.4","24","  39.6","24","9999.9"," 0","999.9"," 0","  3.3","15"," 10.0","24"," 18.1","999.9","  66.7"," ","  46.4","*"," 0.00","G","999.9","000000"
"03772099999","2014-03-30","51.4775","-0.461389","25.29","HEATHROW, UK","  56.4","24","  41.3","24","9999.9"," 0","999.9"," 0","  4.4","13","  5.2","24"," 11.1","999.9","  67.6"," ","  44.2"," "," 0.00","G","999.9","010000"
"03772099999","2014-03-31","51.4775","-0.461389","25.29","HEATHROW, UK","  57.2","24","  45.6","24","9999.9"," 0","999.9"," 0","999.9"," 0","  5.6","24"," 11.1"," 15.0","  62.6"," ","  49.6"," "," 0.00","G","999.9","010000"
"03772099999","2014-04-01","51.4775","-0.461389","25.29","HEATHROW, UK","  54.7","24","  48.3","24","9999.9"," 0","999.9"," 0","  3.5","20","  2.8","24","  7.0","999.9","  66.2","*","  44.6","*"," 0.06","G","999.9","110000"
"03772099999","2014-04-02","51.4775","-0.461389","25.29","HEATHROW, UK","  57.5","24","  48.9","24","9999.9"," 0","999.9"," 0","  4.7","24","  8.2","24"," 13.0","999.9","  66.2","*","  50.0","*"," 0.00","G","999.9","010000"
"03772099999","2014-04-03","51.4775","-0.461389","25.29","HEATHROW, UK","  56.6","24","  49.3","24","9999.9"," 0","999.9"," 0","  3.5","24","  6.3","24"," 14.0","999.9","  64.9"," ","  51.8","*"," 0.00","G","999.9","000000"
"03772099999","2014-04-04","51.4775","-0.461389","25.29","HEATHROW, UK","  54.7","24","  46.3","24","9999.9"," 0","999.9"," 0","  4.8","21","  8.8","24"," 13.0","999.9","  59.2"," ","  46.4","*"," 0.00","G","999.9","000000"
"03772099999","2014-04-05","51.4775","-0.461389","25.29","HEATHROW, UK","  52.2","24","  47.8","24","9999.9"," 0","999.9"," 0","  5.6","24","  8.1","24"," 14.0"," 27.0","  59.0","*","  42.8"," "," 0.00","G","999.9","110000"
"03772099999","2014-04-06","51.4775","-0.461389","25.29","HEATHROW, UK","  56.5","24","  53.4","24","9999.9"," 0","999.9"," 0","  6.1","24"," 11.8","24"," 19.0"," 26.0","  60.8"," ","  54.9"," "," 0.06","G","999.9","010000"
"03772099999","2014-04-07","51.4775","-0.461389","25.29","HEATHROW, UK","  54.6","24","  51.2","24","9999.9"," 0","999.9"," 0","  6.8","24"," 12.0","24"," 15.9"," 22.9","  57.9"," ","  45.5","*"," 0.10","G","999.9","010000"
"03772099999","2014-04-08","51.4775","-0.461389","25.29","HEATHROW, UK","  49.5","24","  37.9","24","9999.9"," 0","999.9"," 0","  7.2","13"," 12.5","24"," 21.0","999.9","  57.2"," ","  41.7"," "," 0.17","G","999.9","010000"
"03772099999","2014-04-09","51.4775","-0.461389","25.29","HEATHROW, UK","  51.5","24","  41.9","24","9999.9"," 0","999.9"," 0","  6.1","19","  7.4","24"," 12.0","999.9","  62.8"," ","  39.9"," "," 0.00","G","999.9","000000"
"03772099999","2014-04-10","51.4775","-0.461389","25.29","HEATHROW, UK","  53.0","24","  40.9","24","9999.9"," 0","999.9"," 0","  6.8","17","  5.3","24","  9.9","999.9","  61.9"," ","  43.9"," "," 0.00","G","999.9","000000"
"03772099999","2014-04-11","51.4775","-0.461389","25.29","HEATHROW, UK","  54.5","24","  38.8","24","9999.9"," 0","999.9"," 0","  8.9"," 7","  4.0","24","  7.0","999.9","  60.8"," ","  48.2","*"," 0.00","G","999.9","000000"
"03772099999","2014-04-12","51.4775","-0.461389","25.29","HEATHROW, UK","  50.7","24","  41.1","24","9999.9"," 0","999.9"," 0","  6.6","13","  8.8","24"," 15.9","999.9","  57.4"," ","  43.3"," "," 0.00","G","999.9","000000"
"03772099999","2014-04-13","51.4775","-0.461389","25.29","HEATHROW, UK","  53.0","24","  41.4","24","9999.9"," 0","999.9"," 0","  6.7","18","  8.4","24"," 14.0","999.9","  61.5"," ","  46.2"," "," 0.00","G","999.9","000000"
"03772099999","2014-04-14","51.4775","-0.461389","25.29","HEATHROW, UK","  51.8","24","  37.5","24","9999.9"," 0","999.9"," 0","  7.2","12","  7.2","24"," 11.1","999.9","  60.8","*","  42.8"," "," 0.00","G","999.9","000000"
"03772099999","2014-04-15","51.4775","-0.461389","25.29","HEATHROW, UK","  48.5","24","  35.3","24","9999.9"," 0","999.9"," 0","  8.7"," 5","  6.3","24"," 11.1","999.9","  58.3"," ","  38.8"," "," 0.00","G","999.9","000000"
"03772099999","2014-04-16","51.4775","-0.461389","25.29","HEATHROW, UK","  50.3","24","  34.1","24","9999.9"," 0","999.9"," 0","  6.2"," 6","  5.9","24","  8.9","999.9","  62.8"," ","  38.3"," "," 0.00","G","999.9","000000"
"03772099999","2014-04-17","51.4775","-0.461389","25.29","HEATHROW, UK","  53.1","24","  40.4","24","9999.9"," 0","999.9"," 0","  7.0"," 9","  7.0","24"," 11.1","999.9","  62.6","*","  42.6"," "," 0.00","G","999.9","000000"
"03772099999","2014-04-18","51.4775","-0.461389","25.29","HEATHROW, UK","  48.6","24","  35.4","24","9999.9"," 0","999.9"," 0","  7.0","15","  6.7","24","  9.9","999.9","  55.4","*","  42.3"," "," 0.00","G","999.9","000000"
